activity_date,description,priority,sf_contact_id,sf_task_id,status,subject
2025-08-23,Customer segment: active,Low,003g5000002Ei9hAAC,00Tg5000000RmjnEAC,Completed,Birthday Greeting
2025-01-21,Customer segment: at_risk,High,003g5000002Ef2GAAS,00Tg5000000RmjoEAC,Completed,Retention Call
2024-03-01,Customer segment: active,Normal,003g5000002EgKpAAK,00Tg5000000RmjpEAC,Not Started,Cross-sell Opportunity
2023-07-21,Customer segment: churned,High,003g5000002EjKHAA0,00Tg5000000RmjqEAC,Completed,Account Review
2025-07-17,Customer segment: active,Normal,003g5000002EjLtAAK,00Tg5000000RmjrEAC,In Progress,Follow-up Call
2025-12-26,Customer segment: active,Normal,003g5000002Ege9AAC,00Tg5000000RmlJEAS,Completed,Follow-up Call
2025-10-31,Customer segment: active,Normal,003g5000002EgeBAAS,00Tg5000000RmlKEAS,In Progress,Cross-sell Opportunity
2025-04-14,Customer segment: active,Normal,003g5000002Eg6PAAS,00Tg5000000RmlLEAS,Not Started,Follow-up Call
2024-03-05,Customer segment: active,High,003g5000002EfyEAAS,00Tg5000000RmlMEAS,In Progress,Retention Call
2024-02-22,Customer segment: active,Low,003g5000002EhDhAAK,00Tg5000000RmlNEAS,Not Started,Survey Follow-up
2025-12-30,Customer segment: active,Low,003g5000002Eg34AAC,00Tg5000000RmmvEAC,In Progress,Survey Follow-up
2024-04-19,Customer segment: at_risk,Normal,003g5000002Egr3AAC,00Tg5000000RmmwEAC,Not Started,Follow-up Call
2024-01-08,Customer segment: active,Low,003g5000002EiBJAA0,00Tg5000000RmmxEAC,In Progress,Birthday Greeting
2023-09-01,Customer segment: active,Low,003g5000002EeKcAAK,00Tg5000000RmoXEAS,Completed,Survey Follow-up
2023-03-09,Customer segment: active,High,003g5000002Egr5AAC,00Tg5000000RmoYEAS,Completed,Retention Call
2025-01-16,Customer segment: at_risk,High,003g5000002EgflAAC,00Tg5000000Rmq9EAC,In Progress,Retention Call
2025-06-27,Customer segment: active,High,003g5000002EfjiAAC,00Tg5000000RmqAEAS,Not Started,Account Review
2025-02-02,Customer segment: at_risk,Normal,003g5000002EgflAAC,00Tg5000000RmrlEAC,Completed,Welcome Call
2023-09-19,Customer segment: active,High,003g5000002EgmDAAS,00Tg5000000RmrmEAC,In Progress,Retention Call
2025-11-15,Customer segment: active,Normal,003g5000002EgaxAAC,00Tg5000000RmrnEAC,Completed,Product Inquiry Response
2025-03-25,Customer segment: active,Low,003g5000002EgizAAC,00Tg5000000RmtNEAS,Not Started,Survey Follow-up
2024-06-01,Customer segment: active,Normal,003g5000002EflKAAS,00Tg5000000RmtOEAS,Completed,Cross-sell Opportunity
2025-05-10,Customer segment: active,Normal,003g5000002Eh2OAAS,00Tg5000000RmtPEAS,Completed,Product Inquiry Response
2025-01-21,Customer segment: at_risk,Normal,003g5000002Eeu7AAC,00Tg5000000RmuzEAC,Not Started,Welcome Call
2024-04-14,Customer segment: at_risk,Low,003g5000002Ef8dAAC,00Tg5000000Rmv0EAC,Not Started,Survey Follow-up
2023-10-08,Customer segment: active,High,003g5000002EhGrAAK,00Tg5000000Rmv1EAC,Completed,Account Review
2025-01-26,Customer segment: active,High,003g5000002EfWqAAK,00Tg5000000Rmv2EAC,In Progress,Account Review
2025-03-26,Customer segment: active,High,003g5000002EfWqAAK,00Tg5000000Rmv3EAC,In Progress,Account Review
2025-06-25,Customer segment: churned,Normal,003g5000002EhaDAAS,00Tg5000000Rmv4EAC,Completed,Cross-sell Opportunity
2023-09-22,Customer segment: active,Low,003g5000002Ehf5AAC,00Tg5000000Rmv5EAC,Completed,Birthday Greeting
2025-07-07,Customer segment: at_risk,Normal,003g5000002EeMHAA0,00Tg5000000Rmv6EAC,In Progress,Product Inquiry Response
2024-11-21,Customer segment: at_risk,Normal,003g5000002Efi7AAC,00Tg5000000Rmv7EAC,In Progress,Welcome Call
2025-03-03,Customer segment: active,Normal,003g5000002EgmDAAS,00Tg5000000RmwbEAC,Completed,Product Inquiry Response
2023-04-07,Customer segment: at_risk,Low,003g5000002EgpRAAS,00Tg5000000RmwcEAC,Not Started,Birthday Greeting
2023-05-28,Customer segment: churned,Normal,003g5000002EgxVAAS,00Tg5000000RmwdEAC,Completed,Welcome Call
2023-06-14,Customer segment: at_risk,Normal,003g5000002Eh3xAAC,00Tg5000000RmweEAC,Completed,Follow-up Call
2024-10-24,Customer segment: at_risk,Normal,003g5000002Eh5ZAAS,00Tg5000000RmwfEAC,Completed,Follow-up Call
2025-10-05,Customer segment: at_risk,Low,003g5000002EeyyAAC,00Tg5000000RmwgEAC,Not Started,Birthday Greeting
2025-12-19,Customer segment: active,High,003g5000002Ehn7AAC,00Tg5000000RmwhEAC,Completed,Retention Call
2024-09-10,Customer segment: at_risk,High,003g5000002EgxZAAS,00Tg5000000RmwiEAC,Not Started,Retention Call
2023-08-16,Customer segment: active,High,003g5000002EeMEAA0,00Tg5000000RmyDEAS,Completed,Account Review
2024-03-31,Customer segment: active,Normal,003g5000002EgxWAAS,00Tg5000000RmyEEAS,In Progress,Follow-up Call
2023-03-10,Customer segment: active,Low,003g5000002EgEMAA0,00Tg5000000RmyFEAS,Completed,Birthday Greeting
2025-04-15,Customer segment: at_risk,Low,003g5000002EhNKAA0,00Tg5000000RmyGEAS,In Progress,Birthday Greeting
2023-08-19,Customer segment: at_risk,High,003g5000002EhS9AAK,00Tg5000000RmyHEAS,In Progress,Retention Call
2024-07-19,Customer segment: active,Low,003g5000002EiMbAAK,00Tg5000000RmyIEAS,Not Started,Survey Follow-up
2024-01-24,Customer segment: active,High,003g5000002Ef3qAAC,00Tg5000000RmyJEAS,Completed,Retention Call
2024-07-28,Customer segment: active,High,003g5000002EgnpAAC,00Tg5000000RmzpEAC,Completed,Account Review
2023-01-01,Customer segment: active,Normal,003g5000002EfYQAA0,00Tg5000000RmzqEAC,Not Started,Follow-up Call
2024-01-08,Customer segment: active,Low,003g5000002EeNrAAK,00Tg5000000RmzrEAC,Not Started,Survey Follow-up
2024-08-31,Customer segment: at_risk,Normal,003g5000002Eh8oAAC,00Tg5000000RmzsEAC,In Progress,Product Inquiry Response
2023-09-25,Customer segment: at_risk,Low,003g5000002EeirAAC,00Tg5000000Rn1REAS,In Progress,Birthday Greeting
2024-11-27,Customer segment: churned,Normal,003g5000002EixhAAC,00Tg5000000Rn1SEAS,In Progress,Welcome Call
2025-01-08,Customer segment: churned,Normal,003g5000002EiL0AAK,00Tg5000000Rn1TEAS,Not Started,Product Inquiry Response
2023-07-13,Customer segment: at_risk,Low,003g5000002EgpRAAS,00Tg5000000Rn33EAC,Not Started,Survey Follow-up
2025-07-23,Customer segment: active,High,003g5000002EhITAA0,00Tg5000000Rn34EAC,Not Started,Retention Call
2023-10-26,Customer segment: at_risk,High,003g5000002EhjtAAC,00Tg5000000Rn35EAC,In Progress,Account Review
2024-05-03,Customer segment: at_risk,Normal,003g5000002Eh3yAAC,00Tg5000000Rn36EAC,In Progress,Product Inquiry Response
2025-11-01,Customer segment: at_risk,High,003g5000002EfesAAC,00Tg5000000Rn37EAC,In Progress,Retention Call
2024-05-28,Customer segment: churned,High,003g5000002Eh0mAAC,00Tg5000000Rn38EAC,Not Started,Account Review
2024-09-19,Customer segment: active,Normal,003g5000002EeivAAC,00Tg5000000Rn39EAC,Completed,Follow-up Call
2024-03-22,Customer segment: active,High,003g5000002Ehs1AAC,00Tg5000000Rn3AEAS,Completed,Account Review
2025-12-15,Customer segment: at_risk,High,003g5000002Eem2AAC,00Tg5000000Rn3BEAS,In Progress,Retention Call
2023-11-25,Customer segment: at_risk,High,003g5000002Egr3AAC,00Tg5000000Rn4fEAC,Not Started,Retention Call
2024-03-29,Customer segment: churned,High,003g5000002EeG6AAK,00Tg5000000Rn4gEAC,Not Started,Retention Call
2025-11-26,Customer segment: active,High,003g5000002EhlVAAS,00Tg5000000Rn4hEAC,In Progress,Retention Call
2023-11-09,Customer segment: active,Normal,003g5000002EiG9AAK,00Tg5000000Rn4iEAC,In Progress,Follow-up Call
2025-07-28,Customer segment: active,Normal,003g5000002Ef2FAAS,00Tg5000000Rn4jEAC,Completed,Cross-sell Opportunity
2025-12-04,Customer segment: active,High,003g5000002EeivAAC,00Tg5000000Rn4kEAC,In Progress,Retention Call
2025-04-22,Customer segment: churned,High,003g5000002EgsfAAC,00Tg5000000Rn6HEAS,In Progress,Retention Call
2025-12-09,Customer segment: active,Normal,003g5000002EgFyAAK,00Tg5000000Rn6IEAS,Not Started,Follow-up Call
2025-09-05,Customer segment: at_risk,Normal,003g5000002EhNJAA0,00Tg5000000Rn6JEAS,Completed,Product Inquiry Response
2023-10-15,Customer segment: active,Low,003g5000002EeMGAA0,00Tg5000000Rn6KEAS,Not Started,Birthday Greeting
2023-09-26,Customer segment: at_risk,Normal,003g5000002EhS9AAK,00Tg5000000Rn6LEAS,Not Started,Follow-up Call
2025-04-28,Customer segment: active,High,003g5000002EhWzAAK,00Tg5000000Rn6MEAS,In Progress,Retention Call
2023-05-15,Customer segment: churned,Normal,003g5000002EftOAAS,00Tg5000000Rn6NEAS,In Progress,Cross-sell Opportunity
2023-04-16,Customer segment: at_risk,Normal,003g5000002Eg6NAAS,00Tg5000000Rn6OEAS,Not Started,Product Inquiry Response
2025-07-29,Customer segment: active,High,003g5000002EiBJAA0,00Tg5000000Rn6PEAS,Not Started,Account Review
2023-10-07,Customer segment: active,Normal,003g5000002EirFAAS,00Tg5000000Rn6QEAS,Completed,Cross-sell Opportunity
2024-03-30,Customer segment: churned,Normal,003g5000002Ej5lAAC,00Tg5000000Rn6REAS,Not Started,Follow-up Call
2025-10-25,Customer segment: churned,High,003g5000002EgsfAAC,00Tg5000000Rn7tEAC,Not Started,Account Review
2024-10-19,Customer segment: active,Normal,003g5000002Ef2CAAS,00Tg5000000Rn7uEAC,In Progress,Follow-up Call
2023-07-13,Customer segment: active,Normal,003g5000002EgFyAAK,00Tg5000000Rn9VEAS,Not Started,Product Inquiry Response
2024-12-17,Customer segment: at_risk,High,003g5000002EgfmAAC,00Tg5000000Rn9WEAS,Completed,Account Review
2023-07-21,Customer segment: active,Normal,003g5000002EhSAAA0,00Tg5000000Rn9XEAS,Not Started,Follow-up Call
2023-03-02,Customer segment: active,Low,003g5000002EeyxAAC,00Tg5000000RnB7EAK,In Progress,Birthday Greeting
2023-02-08,Customer segment: active,Normal,003g5000002EgxWAAS,00Tg5000000RnB8EAK,In Progress,Follow-up Call
2024-03-07,Customer segment: churned,Normal,003g5000002EfDVAA0,00Tg5000000RnB9EAK,In Progress,Welcome Call
2025-10-10,Customer segment: at_risk,High,003g5000002EgHbAAK,00Tg5000000RnBAEA0,Completed,Account Review
2026-01-02,Customer segment: at_risk,Low,003g5000002EgHbAAK,00Tg5000000RnBBEA0,In Progress,Survey Follow-up
2024-09-08,Customer segment: churned,Low,003g5000002EhdRAAS,00Tg5000000RnBCEA0,In Progress,Survey Follow-up
2025-12-25,Customer segment: active,Normal,003g5000002Eh3zAAC,00Tg5000000RnBDEA0,Completed,Product Inquiry Response
2023-11-27,Customer segment: churned,Normal,003g5000002EguHAAS,00Tg5000000RnCjEAK,In Progress,Welcome Call
2023-11-03,Customer segment: at_risk,Normal,003g5000002Eh7BAAS,00Tg5000000RnCkEAK,Completed,Cross-sell Opportunity
2025-06-12,Customer segment: active,Normal,003g5000002Eg9WAAS,00Tg5000000RnClEAK,Completed,Follow-up Call
2024-05-12,Customer segment: active,Normal,003g5000002EgZNAA0,00Tg5000000RnCmEAK,Not Started,Follow-up Call
2025-05-11,Customer segment: active,Normal,003g5000002EgxYAAS,00Tg5000000RnCnEAK,In Progress,Welcome Call
2023-02-18,Customer segment: active,Normal,003g5000002EgxYAAS,00Tg5000000RnCoEAK,Not Started,Follow-up Call
2023-01-11,Customer segment: active,Normal,003g5000002EfVCAA0,00Tg5000000RnCpEAK,In Progress,Cross-sell Opportunity
2025-09-24,Customer segment: active,Normal,003g5000002EjAbAAK,00Tg5000000RnCqEAK,Completed,Welcome Call
2023-11-24,Customer segment: active,Normal,003g5000002Eg1TAAS,00Tg5000000RnELEA0,In Progress,Welcome Call
2023-03-01,Customer segment: active,Normal,003g5000002Egr4AAC,00Tg5000000RnEMEA0,Not Started,Welcome Call
2024-06-11,Customer segment: active,Normal,003g5000002EgmGAAS,00Tg5000000RnENEA0,In Progress,Follow-up Call
2024-07-29,Customer segment: churned,Normal,003g5000002EesYAAS,00Tg5000000RnEOEA0,Not Started,Follow-up Call
2023-07-07,Customer segment: active,Normal,003g5000002Eg9YAAS,00Tg5000000RnEPEA0,Not Started,Product Inquiry Response
2023-09-09,Customer segment: active,Normal,003g5000002Egr4AAC,00Tg5000000RnFxEAK,Completed,Cross-sell Opportunity
2023-07-27,Customer segment: active,Normal,003g5000002Eh8nAAC,00Tg5000000RnFyEAK,In Progress,Cross-sell Opportunity
2024-11-09,Customer segment: at_risk,Normal,003g5000002EhjtAAC,00Tg5000000RnFzEAK,Completed,Welcome Call
2023-08-24,Customer segment: at_risk,Normal,003g5000002Eh7CAAS,00Tg5000000RnG0EAK,Completed,Cross-sell Opportunity
2024-06-20,Customer segment: active,Normal,003g5000002EhwnAAC,00Tg5000000RnG1EAK,Completed,Cross-sell Opportunity
2023-01-11,Customer segment: active,Normal,003g5000002EftQAAS,00Tg5000000RnG2EAK,Completed,Cross-sell Opportunity
2023-04-01,Customer segment: active,High,003g5000002Egz7AAC,00Tg5000000RnHZEA0,Not Started,Retention Call
2025-06-25,Customer segment: active,Low,003g5000002EghOAAS,00Tg5000000RnHaEAK,In Progress,Survey Follow-up
2025-11-20,Customer segment: active,Normal,003g5000002EiHmAAK,00Tg5000000RnHbEAK,Not Started,Product Inquiry Response
2025-04-21,Customer segment: at_risk,Normal,003g5000002EirGAAS,00Tg5000000RnHcEAK,In Progress,Product Inquiry Response
2025-08-15,Customer segment: active,Normal,003g5000002Egz7AAC,00Tg5000000RnJBEA0,Completed,Product Inquiry Response
2024-01-03,Customer segment: active,Normal,003g5000002EfDUAA0,00Tg5000000RnJCEA0,In Progress,Cross-sell Opportunity
2024-11-26,Customer segment: active,Low,003g5000002EfDUAA0,00Tg5000000RnJDEA0,In Progress,Birthday Greeting
2025-03-05,Customer segment: active,High,003g5000002EfYQAA0,00Tg5000000RnJEEA0,Completed,Account Review
2025-03-19,Customer segment: at_risk,Normal,003g5000002EfwcAAC,00Tg5000000RnJFEA0,Not Started,Follow-up Call
2025-06-21,Customer segment: at_risk,Low,003g5000002Eg1UAAS,00Tg5000000RnJGEA0,Completed,Survey Follow-up
2024-09-16,Customer segment: active,Normal,003g5000002EhFGAA0,00Tg5000000RnJHEA0,Not Started,Follow-up Call
2023-11-02,Customer segment: at_risk,High,003g5000002Eg6IAAS,00Tg5000000RnKnEAK,Not Started,Retention Call
2023-08-29,Customer segment: active,Normal,003g5000002EfzqAAC,00Tg5000000RnKoEAK,Completed,Cross-sell Opportunity
2025-07-14,Customer segment: active,Normal,003g5000002EgClAAK,00Tg5000000RnKpEAK,In Progress,Welcome Call
2025-10-20,Customer segment: active,Normal,003g5000002EhgfAAC,00Tg5000000RnKqEAK,In Progress,Cross-sell Opportunity
2025-11-15,Customer segment: active,Normal,003g5000002EhwnAAC,00Tg5000000RnKrEAK,Completed,Product Inquiry Response
2024-09-03,Customer segment: active,Low,003g5000002EhwnAAC,00Tg5000000RnKsEAK,Completed,Survey Follow-up
2024-02-04,Customer segment: active,Normal,003g5000002Eh2LAAS,00Tg5000000RnMPEA0,Not Started,Product Inquiry Response
2024-10-17,Customer segment: churned,Normal,003g5000002Ef0aAAC,00Tg5000000RnMQEA0,Not Started,Welcome Call
2024-02-01,Customer segment: churned,Normal,003g5000002EhaDAAS,00Tg5000000RnMREA0,Not Started,Product Inquiry Response
2023-12-12,Customer segment: at_risk,Normal,003g5000002EeyzAAC,00Tg5000000RnMSEA0,Completed,Product Inquiry Response
2025-10-27,Customer segment: active,Normal,003g5000002EjLtAAK,00Tg5000000RnMTEA0,In Progress,Product Inquiry Response
2023-03-22,Customer segment: at_risk,Normal,003g5000002Eh3xAAC,00Tg5000000RnO1EAK,Not Started,Product Inquiry Response
2023-08-10,Customer segment: active,Normal,003g5000002EfBrAAK,00Tg5000000RnO2EAK,Not Started,Follow-up Call
2024-10-13,Customer segment: at_risk,High,003g5000002EhNKAA0,00Tg5000000RnO3EAK,Completed,Retention Call
2025-03-26,Customer segment: active,Normal,003g5000002EgmEAAS,00Tg5000000RnPdEAK,In Progress,Welcome Call
2025-08-23,Customer segment: at_risk,Low,003g5000002EhAPAA0,00Tg5000000RnPeEAK,In Progress,Survey Follow-up
2023-06-08,Customer segment: at_risk,High,003g5000002EhNJAA0,00Tg5000000RnPfEAK,In Progress,Account Review
2023-02-06,Customer segment: at_risk,Normal,003g5000002EhC2AAK,00Tg5000000RnPgEAK,Not Started,Follow-up Call
2024-09-09,Customer segment: active,Low,003g5000002EhWzAAK,00Tg5000000RnPhEAK,In Progress,Survey Follow-up
2026-01-03,Customer segment: churned,High,003g5000002EeneAAC,00Tg5000000RnPiEAK,Completed,Account Review
2024-05-31,Customer segment: at_risk,Normal,003g5000002Ei85AAC,00Tg5000000RnPjEAK,In Progress,Product Inquiry Response
2025-09-12,Customer segment: at_risk,High,003g5000002EgmFAAS,00Tg5000000RnRFEA0,Completed,Retention Call
2023-10-23,Customer segment: at_risk,High,003g5000002EgKoAAK,00Tg5000000RnRGEA0,In Progress,Retention Call
2024-12-02,Customer segment: at_risk,Low,003g5000002EhaEAAS,00Tg5000000RnRHEA0,In Progress,Birthday Greeting
2023-10-13,Customer segment: active,Normal,003g5000002EiHmAAK,00Tg5000000RnRIEA0,In Progress,Product Inquiry Response
2025-05-06,Customer segment: at_risk,High,003g5000002EfDTAA0,00Tg5000000RnSrEAK,Not Started,Retention Call
2024-10-10,Customer segment: at_risk,Normal,003g5000002EhjtAAC,00Tg5000000RnSsEAK,In Progress,Product Inquiry Response
2023-04-04,Customer segment: active,High,003g5000002Eh8nAAC,00Tg5000000RnUTEA0,In Progress,Account Review
2024-08-12,Customer segment: active,High,003g5000002EeMFAA0,00Tg5000000RnW5EAK,Completed,Account Review
2024-08-03,Customer segment: active,High,003g5000002Eh0kAAC,00Tg5000000RnW6EAK,Completed,Account Review
2025-05-25,Customer segment: at_risk,High,003g5000002Eh7CAAS,00Tg5000000RnW7EAK,Not Started,Account Review
2024-03-23,Customer segment: active,Normal,003g5000002EgFzAAK,00Tg5000000RnXhEAK,In Progress,Product Inquiry Response
2023-12-02,Customer segment: at_risk,High,003g5000002EhS9AAK,00Tg5000000RnXiEAK,Not Started,Retention Call
2023-02-07,Customer segment: active,Low,003g5000002EhbpAAC,00Tg5000000RnXjEAK,Completed,Birthday Greeting
2024-02-15,Customer segment: at_risk,Low,003g5000002EhyPAAS,00Tg5000000RnXkEAK,Not Started,Survey Follow-up
2025-02-17,Customer segment: active,Normal,003g5000002EepIAAS,00Tg5000000RnXlEAK,Completed,Welcome Call
2025-09-20,Customer segment: active,Normal,003g5000002Eiw5AAC,00Tg5000000RnXmEAK,Completed,Welcome Call
2023-03-08,Customer segment: active,Low,003g5000002Ej7NAAS,00Tg5000000RnXnEAK,In Progress,Survey Follow-up
2025-11-27,Customer segment: active,High,003g5000002Eh7EAAS,00Tg5000000RnXoEAK,In Progress,Account Review
2024-04-08,Customer segment: churned,Normal,003g5000002EgpSAAS,00Tg5000000RnZJEA0,Completed,Cross-sell Opportunity
2023-07-16,Customer segment: active,High,003g5000002EeNqAAK,00Tg5000000RnZKEA0,Completed,Account Review
2025-06-08,Customer segment: active,Normal,003g5000002EhlVAAS,00Tg5000000RnZLEA0,In Progress,Follow-up Call
2024-11-17,Customer segment: active,High,003g5000002EiHmAAK,00Tg5000000RnZMEA0,In Progress,Retention Call
2025-09-30,Customer segment: churned,Normal,003g5000002EgpSAAS,00Tg5000000RnavEAC,Completed,Follow-up Call
2025-10-03,Customer segment: active,Normal,003g5000002EeNqAAK,00Tg5000000RnawEAC,Completed,Follow-up Call
2024-02-21,Customer segment: at_risk,Low,003g5000002EhNJAA0,00Tg5000000RnaxEAC,Completed,Birthday Greeting
2024-03-29,Customer segment: at_risk,Normal,003g5000002EfgUAAS,00Tg5000000RnayEAC,Not Started,Cross-sell Opportunity
2023-11-12,Customer segment: churned,Normal,003g5000002EhC1AAK,00Tg5000000RncXEAS,Completed,Follow-up Call
2024-07-23,Customer segment: at_risk,Low,003g5000002EgHbAAK,00Tg5000000RncYEAS,In Progress,Survey Follow-up
2024-11-26,Customer segment: active,Normal,003g5000002EgJDAA0,00Tg5000000RncZEAS,Completed,Welcome Call
2025-01-06,Customer segment: active,High,003g5000002EguJAAS,00Tg5000000RncaEAC,Not Started,Account Review
2025-10-21,Customer segment: active,High,003g5000002EhAQAA0,00Tg5000000Rne9EAC,Not Started,Account Review
2024-02-10,Customer segment: churned,Normal,003g5000002EfDVAA0,00Tg5000000RneAEAS,Not Started,Product Inquiry Response
2024-01-16,Customer segment: active,Low,003g5000002EhC3AAK,00Tg5000000RneBEAS,In Progress,Survey Follow-up
2023-05-05,Customer segment: active,Low,003g5000002EfmwAAC,00Tg5000000RneCEAS,In Progress,Birthday Greeting
2023-08-26,Customer segment: churned,Low,003g5000002EhrxAAC,00Tg5000000RneDEAS,Completed,Survey Follow-up
2025-08-06,Customer segment: active,High,003g5000002EhAQAA0,00Tg5000000RnflEAC,Completed,Retention Call
2025-08-20,Customer segment: churned,Normal,003g5000002EhaDAAS,00Tg5000000RnfmEAC,Not Started,Follow-up Call
2025-06-11,Customer segment: churned,Low,003g5000002EhaDAAS,00Tg5000000RnfnEAC,Not Started,Birthday Greeting
2026-01-09,Customer segment: at_risk,High,003g5000002EhC4AAK,00Tg5000000RnfoEAC,Not Started,Retention Call
2024-06-04,Customer segment: active,High,003g5000002EfdHAAS,00Tg5000000RnfpEAC,Completed,Retention Call
2024-11-26,Customer segment: active,High,003g5000002EiMdAAK,00Tg5000000RnfqEAC,Not Started,Retention Call
2023-08-13,Customer segment: active,Normal,003g5000002Ej4AAAS,00Tg5000000RnfrEAC,In Progress,Follow-up Call
2025-03-05,Customer segment: active,Normal,003g5000002EgXiAAK,00Tg5000000RnfsEAC,Completed,Product Inquiry Response
2025-11-19,Customer segment: active,Low,003g5000002EhAQAA0,00Tg5000000RnhNEAS,In Progress,Survey Follow-up
2025-06-11,Customer segment: churned,Normal,003g5000002EfDVAA0,00Tg5000000RnhOEAS,Completed,Product Inquiry Response
2024-08-15,Customer segment: at_risk,Normal,003g5000002EfwcAAC,00Tg5000000RnhPEAS,Completed,Welcome Call
2024-08-01,Customer segment: active,Normal,003g5000002EhSBAA0,00Tg5000000RnhQEAS,In Progress,Product Inquiry Response
2024-10-20,Customer segment: churned,Normal,003g5000002EeG6AAK,00Tg5000000RnhREAS,In Progress,Product Inquiry Response
2024-04-20,Customer segment: at_risk,Normal,003g5000002EgZMAA0,00Tg5000000RnhSEAS,Not Started,Follow-up Call
2023-09-16,Customer segment: at_risk,High,003g5000002EgcaAAC,00Tg5000000RnhTEAS,Completed,Retention Call
2025-04-22,Customer segment: active,Low,003g5000002EgKrAAK,00Tg5000000RnhUEAS,In Progress,Birthday Greeting
2023-11-17,Customer segment: active,Normal,003g5000002Ej2ZAAS,00Tg5000000RnhVEAS,Completed,Welcome Call
2024-11-09,Customer segment: at_risk,High,003g5000002Eem2AAC,00Tg5000000RnhWEAS,Completed,Account Review
2024-01-01,Customer segment: at_risk,Low,003g5000002EhOxAAK,00Tg5000000RnhXEAS,Not Started,Birthday Greeting
2025-10-08,Customer segment: active,High,003g5000002EhFFAA0,00Tg5000000RnizEAC,Not Started,Retention Call
2025-05-13,Customer segment: active,Normal,003g5000002Egz8AAC,00Tg5000000Rnj0EAC,Not Started,Product Inquiry Response
2024-08-06,Customer segment: at_risk,Normal,003g5000002Egz9AAC,00Tg5000000Rnj1EAC,Completed,Follow-up Call
2023-01-11,Customer segment: at_risk,High,003g5000002EhOvAAK,00Tg5000000Rnj2EAC,In Progress,Retention Call
2024-03-13,Customer segment: active,Normal,003g5000002EhARAA0,00Tg5000000Rnj3EAC,Completed,Welcome Call
2025-10-21,Customer segment: active,High,003g5000002EgJCAA0,00Tg5000000Rnj4EAC,In Progress,Retention Call
2023-03-30,Customer segment: at_risk,Normal,003g5000002EghPAAS,00Tg5000000Rnj5EAC,Completed,Cross-sell Opportunity
2025-10-03,Customer segment: churned,Normal,003g5000002EjKHAA0,00Tg5000000Rnj6EAC,Not Started,Follow-up Call
2024-05-23,Customer segment: churned,Normal,003g5000002Ej0yAAC,00Tg5000000Rnj7EAC,Completed,Product Inquiry Response
2023-01-25,Customer segment: active,Normal,003g5000002EhqMAAS,00Tg5000000Rnj8EAC,Completed,Cross-sell Opportunity
2023-01-05,Customer segment: active,High,003g5000002Eh2MAAS,00Tg5000000RnkbEAC,Completed,Retention Call
2025-01-19,Customer segment: active,Normal,003g5000002EfwdAAC,00Tg5000000RnkcEAC,Completed,Follow-up Call
2024-03-17,Customer segment: active,Low,003g5000002EhITAA0,00Tg5000000RnmDEAS,In Progress,Birthday Greeting
2024-08-08,Customer segment: active,High,003g5000002EgxXAAS,00Tg5000000RnmEEAS,Not Started,Retention Call
2023-04-10,Customer segment: churned,Normal,003g5000002EjXBAA0,00Tg5000000RnmFEAS,Completed,Cross-sell Opportunity
2023-11-15,Customer segment: churned,Normal,003g5000002EhK5AAK,00Tg5000000RnnpEAC,Not Started,Product Inquiry Response
2024-10-15,Customer segment: churned,Low,003g5000002Ef0aAAC,00Tg5000000RnnqEAC,Completed,Survey Follow-up
2023-01-05,Customer segment: active,Normal,003g5000002EfzrAAC,00Tg5000000RnnrEAC,In Progress,Product Inquiry Response
2024-03-12,Customer segment: active,Low,003g5000002Eg6JAAS,00Tg5000000RnnsEAC,Not Started,Birthday Greeting
2024-07-12,Customer segment: active,Normal,003g5000002Ei6UAAS,00Tg5000000RnntEAC,In Progress,Product Inquiry Response
2023-02-05,Customer segment: churned,Low,003g5000002EipdAAC,00Tg5000000RnnuEAC,Not Started,Birthday Greeting
2024-07-10,Customer segment: at_risk,Normal,003g5000002EhNKAA0,00Tg5000000RnpREAS,Not Started,Product Inquiry Response
2025-03-21,Customer segment: active,Low,003g5000002EijBAAS,00Tg5000000RnpSEAS,Completed,Birthday Greeting
2025-08-02,Customer segment: at_risk,Normal,003g5000002EhNKAA0,00Tg5000000Rnr3EAC,Completed,Welcome Call
2024-01-16,Customer segment: active,Low,003g5000002EhARAA0,00Tg5000000RnsfEAC,In Progress,Survey Follow-up
2023-02-17,Customer segment: at_risk,High,003g5000002EhTlAAK,00Tg5000000RnsgEAC,Not Started,Account Review
2024-04-04,Customer segment: at_risk,Normal,003g5000002EhTlAAK,00Tg5000000RnshEAC,In Progress,Product Inquiry Response
2024-12-14,Customer segment: active,High,003g5000002EhWzAAK,00Tg5000000RnsiEAC,Completed,Retention Call
2025-02-12,Customer segment: churned,Normal,003g5000002EhrxAAC,00Tg5000000RnsjEAC,Completed,Follow-up Call
2024-08-11,Customer segment: at_risk,Normal,003g5000002Eg6NAAS,00Tg5000000RnskEAC,Not Started,Welcome Call
2025-06-05,Customer segment: churned,High,003g5000002EfdIAAS,00Tg5000000RnslEAC,Not Started,Retention Call
2024-05-21,Customer segment: active,Normal,003g5000002EhK7AAK,00Tg5000000RnsmEAC,In Progress,Product Inquiry Response
2024-11-22,Customer segment: at_risk,Low,003g5000002EhASAA0,00Tg5000000RnsnEAC,Completed,Birthday Greeting
2025-11-29,Customer segment: active,Normal,003g5000002EizJAAS,00Tg5000000RnsoEAC,Completed,Follow-up Call
2025-09-06,Customer segment: churned,High,003g5000002EguIAAS,00Tg5000000RnuHEAS,Completed,Retention Call
